Name,Formula,T/K,Cp¡ã,S¡ã, -[G¡ã-H¡ã(Tr)]/T,H-H¡ã(Tr),fH¡ã,fG¡ã,log Kf
Trifluorosilyl (SiF3),F3Si1(g),298.15,59.625,282.381,282.381,0.,-1085.330,-1073.218,188.023
Zirconium Fluoride (ZrF3),F3Zr1(g),298.15,67.832,305.742,305.742,0.,-1105.413,-1094.288,191.715
Magnesium Fluoride ((MgF2)2),F4Mg2(g),298.15,107.501,337.014,337.014,0.,-1718.369,-1678.445,294.057
Molybdenum Fluoride (MoF4),F4Mo1(g),298.15,85.232,328.940,328.940,0.,-947.676,-916.298,160.532
Molybdenum Fluoride Oxide (MoF4O),F4Mo1O1(g),298.15,96.740,330.617,330.617,0.,-1255.200,-1193.739,209.138
Tetrafluorohydrazine (N2F4),F4N2(g),298.15,79.169,301.191,301.191,0.,-8.368,79.883,-13.995
Tungsten Fluoride Oxide (WF4O),F4O1W1(cr),298.15,133.578,175.728,175.728,0.,-1406.908,-1298.058,227.414
Tungsten Fluoride Oxide (WF4O),F4O1W1(l),298.15,182.004,178.915,178.915,0.,-1405.255,-1297.355,227.291
Tungsten Fluoride Oxide (WF4O),F4O1W1(g),298.15,95.853,334.705,334.705,0.,-1336.621,-1275.170,223.404
"Sulfur Fluoride, Ion (SF4+)",F4S1+(g),298.15,80.395,311.671,311.671,0.,416.044,447.346,-78.373
"Sulfur Fluoride, Ion (SF4-)",F4S1-(g),298.15,89.187,312.962,312.962,0.,-887.464,-844.038,147.872
Tetrafluorosilane (SiF4),F4Si1(g),298.15,73.621,282.760,282.760,0.,-1614.940,-1572.711,275.532
Titanium Fluoride (TiF4),F4Ti1(cr),298.15,114.265,133.955,133.955,0.,-1649.333,-1559.177,273.161
Titanium Fluoride (TiF4),F4Ti1(g),298.15,85.177,314.928,314.928,0.,-1551.427,-1515.229,265.462
Lead Fluoride (PbF4),F4Pb1(g),298.15,90.935,333.602,333.602,0.,-1133.446,-1092.670,191.431
Sulfur Fluoride (SF4),F4S1(g),298.15,77.598,299.644,299.644,0.,-763.162,-722.020,126.495
Tungsten Fluoride Oxide (WF4O),"F4O1W1(cr,l)",298.15,133.578,175.728,175.728,0.,-1406.908,-1298.058,227.414
Zirconium Fluoride (ZrF4),F4Zr1(cr),298.15,103.596,104.700,104.700,0.,-1911.251,-1809.955,317.097
Zirconium Fluoride (ZrF4),F4Zr1(g),298.15,87.393,319.516,319.516,0.,-1673.600,-1636.352,286.682
Iodine Fluoride (IF5),F5I1(g),298.15,102.878,334.663,334.663,0.,-840.315,-771.626,135.186
Molybdenum Fluoride (MoF5),F5Mo1(g),298.15,102.763,347.655,347.655,0.,-1241.393,-1185.363,207.671
Phosphorus Fluoride (PF5),F5P1(g),298.15,84.836,300.810,300.810,0.,-1594.409,-1520.695,266.419
Sulfur Fluoride (SF5),F5S1(g),298.15,89.642,304.752,304.752,0.,-908.447,-838.597,146.919
"Sulfur Fluoride, Ion (SF5+)",F5S1+(g),298.15,89.842,298.151,298.151,0.,172.644,238.207,-41.733
"Sulfur Fluoride, Ion (SF5-)",F5S1-(g),298.15,101.535,315.571,315.571,0.,-1268.706,-1195.827,209.504
Molybdenum Fluoride (MoF6),F6Mo1(g),298.15,120.276,350.710,350.710,0.,-1557.661,-1472.312,257.943
Molybdenum Fluoride (MoF6),F6Mo1(l),298.15,169.795,259.693,259.693,0.,-1585.656,-1473.170,258.093
Molybdenum Fluoride ((MoF5)2),F10Mo2(g),298.15,212.349,531.554,531.554,0.,-2697.843,-2536.961,444.465
Sulfur Fluoride (SF6),F6S1(g),298.15,96.960,291.535,291.535,0.,-1220.473,-1116.451,195.598
"Sulfur Fluoride, Ion (SF6-)",F6S1-(g),298.15,99.984,302.860,302.860,0.,-1341.876,-1234.976,216.363
Iodine Fluoride (IF7),F7I1(g),298.15,134.451,347.740,347.740,0.,-961.065,-835.814,146.431
Tungsten Fluoride (WF6),F6W1(l),298.15,169.452,249.216,249.216,0.,-1748.368,-1631.549,285.841
Tungsten Fluoride (WF6),F6W1(g),298.15,119.029,341.127,341.127,0.,-1721.716,-1632.301,285.972
Molybdenum Fluoride ((MoF5)3),F15Mo3(g),298.15,326.335,706.844,706.844,0.,-4065.593,-3797.290,665.269
Sulfur Fluoride (S2F10),F10S2(g),298.15,176.682,396.943,396.943,0.,-2064.386,-1861.311,326.094
"Iron Oxide, Wustite (Fe0.947O)",Fe0.947O1(cr),298.15,48.116,57.588,57.588,0.,-266.270,-245.143,42.948
Iron (Fe),Fe1(ref),298.15,25.094,27.321,27.321,0.,0.,0.,0.
Iron (Fe),Fe1(g),298.15,25.675,180.488,180.488,0.,415.471,369.804,-64.788
"Iron, Gamma (Fe)",Fe1(cr),298.15,26.469,35.545,35.545,0.,7.788,5.336,-0.935
"Iron, Alpha-Delta (Fe)",Fe1(cr),298.15,25.094,27.321,27.321,0.,0.,0.,0.
"Iron, Ion (Fe+)",Fe1+(g),298.15,26.068,181.857,181.857,0.,1181.144,1128.814,-197.764
Iron (Fe),Fe1(l),298.15,25.096,34.763,34.763,0.,12.395,10.177,-1.783
Iron (Fe),"Fe1(cr,l)",298.15,25.094,27.321,27.321,0.,0.,0.,0.
"Iron Sulfide, Pyrrhotite (Fe0.877S)",Fe0.877S1(cr),298.15,49.883,60.799,60.799,0.,-105.437,-106.863,18.722
"Iron, Ion (Fe-)",Fe1-(g),298.15,25.023,180.198,180.198,0.,393.338,354.013,-62.022
Iron Hydroxide (Fe(OH)2),Fe1H2O2(cr),298.15,97.069,87.864,87.864,0.,-574.045,-491.969,86.191
Iron Hydroxide (Fe(OH)3),Fe1H3O3(cr),298.15,101.671,104.600,104.600,0.,-832.616,-705.467,123.595
Iron Iodide (FeI2),Fe1I2(cr),298.15,83.680,167.360,167.360,0.,-104.600,-111.725,19.574
Iron Iodide (FeI2),Fe1I2(l),298.15,112.968,195.430,195.430,0.,-71.046,-86.540,15.161
Iron Oxide (FeO),Fe1O1(cr),298.15,49.915,60.752,60.752,0.,-272.044,-251.429,44.049
Iron Oxide (FeO),Fe1O1(l),298.15,48.116,75.415,75.415,0.,-249.532,-233.289,40.871
Iron Iodide (FeI2),"Fe1I2(cr,l)",298.15,83.680,167.360,167.360,0.,-104.600,-111.725,19.574
Iron Hydroxide (Fe(OH)2),Fe1H2O2(g),298.15,71.504,283.088,283.088,0.,-330.536,-306.666,53.727
Iron Iodide (FeI2),Fe1I2(g),298.15,60.859,349.597,349.597,0.,87.864,26.405,-4.626
"Iron Sulfide, Troilite (FeS)",Fe1S1(cr),298.15,50.517,60.321,60.321,0.,-101.671,-101.953,17.862
Iron Sulfide (FeS),Fe1S1(l),298.15,50.517,82.811,82.811,0.,-68.811,-75.798,13.280
"Iron Sulfide, Troilite (FeS)","Fe1S1(cr,l)",298.15,50.517,60.321,60.321,0.,-101.671,-101.953,17.862
Iron Oxide (FeO),"Fe1O1(cr,l)",298.15,49.915,60.752,60.752,0.,-272.044,-251.429,44.049
Iron Oxide (FeO),Fe1O1(g),298.15,31.406,241.924,241.924,0.,251.040,217.639,-38.129
Iron Sulfate (FeSO4),Fe1O4S1(cr),298.15,100.583,120.957,120.957,0.,-928.848,-824.879,144.515
Iron Sulfide (FeS),Fe1S1(g),298.15,34.002,252.344,252.344,0.,370.767,313.234,-54.877
"Iron Sulfide, Marcasite (FeS2)",Fe1S2(cr),298.15,62.390,53.865,53.865,0.,-167.360,-156.159,27.358
"Iron Sulfide, Pyrite (FeS2)",Fe1S2(cr),298.15,62.124,52.916,52.916,0.,-171.544,-160.060,28.042
Iron Iodide ((FeI2)2),Fe2I4(g),298.15,131.283,543.471,543.471,0.,8.368,-68.121,11.935
"Iron Oxide, Hematite (Fe2O3)",Fe2O3(cr),298.15,103.763,87.400,87.400,0.,-825.503,-743.523,130.262
Iron Sulfate (Fe2(SO4)3),Fe2O12S3(cr),298.15,264.722,307.524,307.524,0.,-2582.992,-2262.729,396.421
"Iron Oxide, Magnetite (Fe3O4)",Fe3O4(cr),298.15,147.235,145.266,145.266,0.,-1120.894,-1017.438,178.251
Gallium (Ga),Ga1(ref),298.15,26.064,40.838,40.838,0.,0.,0.,0.
Gallium (Ga),Ga1(g),298.15,25.346,169.042,169.042,0.,271.960,233.736,-40.950
Gallium (Ga),Ga1(l),298.15,28.559,59.253,59.253,0.,5.578,0.088,-0.015
"Gallium, Ion  (Ga-)",Ga1-(g),298.15,27.618,175.801,175.801,0.,238.531,204.547,-35.836
Gallium (Ga),"Ga1(cr,l)",298.15,26.064,40.838,40.838,0.,0.,0.,0.
"Gallium, Ion (Ga+)",Ga1+(g),298.15,20.786,161.790,161.790,0.,856.648,814.332,-142.668
Gallium (Ga),Ga1(cr),298.15,26.064,40.838,40.838,0.,0.,0.,0.
Helium (He),He1(ref),298.15,20.786,126.152,126.152,0.,0.,0.,0.
"Helium, Ion (He+)",He1+(g),298.15,20.786,131.913,131.913,0.,2378.522,2370.549,-415.310
Hafnium (Hf),Hf1(ref),298.15,25.687,43.560,43.560,0.,0.,0.,0.
"Hafnium, Alpha (Hf)",Hf1(cr),298.15,25.687,43.560,43.560,0.,0.,0.,0.
"Hafnium, Beta (Hf)",Hf1(cr),298.15,17.747,61.104,61.104,0.,18.686,13.455,-2.357
Hafnium (Hf),Hf1(l),298.15,17.747,71.938,71.938,0.,46.209,37.748,-6.613
Hafnium (Hf),Hf1(g),298.15,20.803,186.897,186.897,0.,618.395,575.659,-100.853
Hafnium (Hf),"Hf1(cr,l)",298.15,25.687,43.560,43.560,0.,0.,0.,0.
"Hafnium, Ion (Hf-)",Hf1-(g),298.15,20.786,185.040,185.040,0.,612.197,576.270,-100.960
"Hafnium, Ion (Hf+)",Hf1+(g),298.15,20.786,185.040,185.040,0.,1278.950,1230.512,-215.581
Mercury (Hg),Hg1(ref),298.15,27.978,76.028,76.028,0.,0.,0.,0.
Mercury (Hg),"Hg1(cr,l)",298.15,27.978,76.028,76.028,0.,0.,0.,0.
Mercury (Hg),Hg1(g),298.15,20.786,174.970,174.970,0.,61.380,31.880,-5.585
Mercury Oxide (HgO),Hg1O1(cr),298.15,44.062,70.270,70.270,0.,-90.789,-58.490,10.247
Mercury Iodide (HgI2),Hg1I2(g),298.15,61.118,336.206,336.206,0.,-16.129,-59.074,10.349
Mercury Iodide (HgI),Hg1I1(g),298.15,37.919,280.752,280.752,0.,133.470,89.745,-15.723
"Mercury, Ion (Hg+)",Hg1+(g),298.15,20.786,224.617,224.617,0.,1074.623,1024.066,-179.412
Mercury Iodide (HgI2),Hg1I2(cr),298.15,77.747,181.326,181.326,0.,-105.437,-102.204,17.906
Mercury Iodide (HgI2),"Hg1I2(cr,l)",298.15,77.747,181.326,181.326,0.,-105.437,-102.204,17.906
Mercury Oxide (HgO),Hg1O1(g),298.15,32.883,239.161,239.161,0.,41.840,23.784,-4.167
Mercury Iodide (HgI2),Hg1I2(l),298.15,77.747,215.663,215.663,0.,-87.287,-94.291,16.519
Mercury Iodide (Hg2I2),Hg2I2(cr),298.15,105.855,241.291,241.291,0.,-119.085,-111.063,19.458
Mercury Iodide (Hg2I2),Hg2I2(l),298.15,136.398,273.258,273.258,0.,-98.564,-100.073,17.532
Mercury Iodide (Hg2I2),"Hg2I2(cr,l)",298.15,105.855,241.291,241.291,0.,-119.085,-111.063,19.458
Iodine (I),I1(g),298.15,20.786,180.786,180.786,0.,106.762,70.174,-12.294
"Iodine, Ion (I+)",I1+(g),298.15,20.786,182.642,182.642,0.,1121.353,1077.957,-188.854
"Iodine, Ion (I-)",I1-(g),298.15,20.786,169.260,169.260,0.,-194.591,-221.488,38.804
Potassium Iodide (KI),I1K1(l),298.15,72.383,114.098,114.098,0.,-312.846,-310.269,54.358
Potassium Iodide (KI),I1K1(g),298.15,37.122,258.283,258.283,0.,-125.520,-165.932,29.071
Lithium Iodide (LiI),I1Li1(cr),298.15,50.082,85.772,85.772,0.,-270.077,-269.665,47.244
Lithium Iodide (LiI),"I1Li1(cr,l)",298.15,50.082,85.772,85.772,0.,-270.077,-269.665,47.244
Lithium Iodide (LiI),I1Li1(l),298.15,63.178,98.611,98.611,0.,-258.349,-261.764,45.860
Potassium Iodide (KI),I1K1(cr),298.15,52.777,106.387,106.387,0.,-327.900,-323.024,56.592
Potassium Iodide (KI),"I1K1(cr,l)",298.15,52.777,106.387,106.387,0.,-327.900,-323.024,56.592
Lithium Iodide (LiI),I1Li1(g),298.15,34.572,232.262,232.262,0.,-91.002,-134.265,23.523
Magnesium Iodide (MgI),I1Mg1(g),298.15,36.178,252.647,252.647,0.,24.614,-23.658,4.145
Molybdenum Iodide (MoI),I1Mo1(g),298.15,36.962,278.974,278.974,0.,498.733,441.399,-77.331
Nitrosyl Iodide (ONI),I1N1O1(g),298.15,46.856,282.960,282.960,0.,112.131,104.227,-18.260
Sodium Iodide (NaI),I1Na1(cr),298.15,52.225,98.500,98.500,0.,-287.859,-284.572,49.856
Sodium Iodide (NaI),I1Na1(l),298.15,52.225,120.754,120.754,0.,-266.508,-269.856,47.278
Sodium Iodide (NaI),"I1Na1(cr,l)",298.15,52.225,98.500,98.500,0.,-287.859,-284.572,49.856
Lead Iodide (PbI),I1Pb1(g),298.15,37.155,280.094,280.094,0.,107.738,60.858,-10.662
Iodosilylidyne (SiI),I1Si1(g),298.15,39.038,253.854,253.854,0.,313.629,260.868,-45.703
Strontium Iodide (SrI),I1Sr1(g),298.15,37.135,272.213,272.213,0.,-30.494,-77.736,13.619
Titanium Iodide (TiI),I1Ti1(g),298.15,38.459,268.827,268.827,0.,274.052,220.386,-38.611
Zirconium Iodide (ZrI),I1Zr1(g),298.15,36.931,275.805,275.805,0.,591.199,537.871,-94.233
Iodine (I2),I2(ref),298.15,54.436,116.142,116.142,0.,0.,0.,0.
Iodine (I2),I2(cr),298.15,54.436,116.142,116.142,0.,0.,0.,0.
Iodine (I2),I2(l),298.15,80.669,150.356,150.356,0.,13.523,3.322,-0.582
Iodine (I2),"I2(cr,l)",298.15,54.436,116.142,116.142,0.,0.,0.,0.
Iodine (I2),I2(g),298.15,36.887,260.685,260.685,0.,62.421,19.325,-3.386
Potassium Iodide ((KI)2),I2K2(g),298.15,82.258,395.772,395.772,0.,-422.166,-466.974,81.812
Lithium Iodide ((LiI)2),I2Li2(g),298.15,76.044,330.628,330.628,0.,-361.916,-408.522,71.571
Lead Iodide (PbI2),I2Pb1(l),298.15,77.571,198.902,198.902,0.,-157.679,-163.038,28.564
Molybdenum Iodide (MoI2),I2Mo1(g),298.15,70.717,339.290,339.290,0.,257.734,199.731,-34.992
Magnesium Iodide (MgI2),I2Mg1(l),298.15,74.810,155.737,155.737,0.,-342.252,-344.316,60.323
Magnesium Iodide (MgI2),"I2Mg1(cr,l)",298.15,74.810,129.704,129.704,0.,-366.937,-361.240,63.288
Magnesium Iodide (MgI2),I2Mg1(g),298.15,59.623,317.489,317.489,0.,-160.247,-210.538,36.885
"Molybdenum Iodide, Alpha (MoI2)",I2Mo1(cr),298.15,82.705,149.662,149.662,0.,-103.931,-105.396,18.465
Lead Iodide (PbI2),I2Pb1(cr),298.15,77.573,174.836,174.836,0.,-175.393,-173.577,30.410
Magnesium Iodide (MgI2),I2Mg1(cr),298.15,74.810,129.704,129.704,0.,-366.937,-361.240,63.288
Lead Iodide (PbI2),"I2Pb1(cr,l)",298.15,77.573,174.836,174.836,0.,-175.393,-173.577,30.410
Lead Iodide (PbI2),I2Pb1(g),298.15,57.615,359.552,359.552,0.,-3.180,-56.437,9.888
Diiodosilylene (SiI2),I2Si1(g),298.15,54.624,320.972,320.972,0.,92.466,37.008,-6.484
Strontium Iodide (SrI2),I2Sr1(cr),298.15,77.948,159.120,159.120,0.,-561.493,-557.702,97.707
Strontium Iodide (SrI2),I2Sr1(l),298.15,77.948,172.440,172.440,0.,-548.748,-548.928,96.170
Strontium Iodide (SrI2),"I2Sr1(cr,l)",298.15,77.948,159.120,159.120,0.,-561.493,-557.702,97.707
Strontium Iodide (SrI2),I2Sr1(g),298.15,61.399,339.554,339.554,0.,-274.889,-324.894,56.920
Titanium Iodide (TiI2),I2Ti1(cr),298.15,86.228,122.591,122.591,0.,-266.102,-258.854,45.350
Titanium Iodide (TiI2),I2Ti1(g),298.15,60.570,323.673,323.673,0.,-19.665,-72.369,12.679
Zirconium Iodide (ZrI2),I2Zr1(cr),298.15,94.140,150.206,150.206,0.,-259.408,-257.975,45.196
Zirconium Iodide (ZrI2),I2Zr1(l),298.15,94.140,186.168,186.168,0.,-234.239,-243.529,42.665
Zirconium Iodide (ZrI2),"I2Zr1(cr,l)",298.15,94.140,150.206,150.206,0.,-259.408,-257.975,45.196
Zirconium Iodide (ZrI2),I2Zr1(g),298.15,57.238,344.782,344.782,0.,-66.643,-123.223,21.588
Molybdenum Iodide (MoI3),I3Mo1(cr),298.15,108.889,195.393,195.393,0.,-124.683,-122.469,21.456
Molybdenum Iodide (MoI3),I3Mo1(g),298.15,81.513,403.532,403.532,0.,182.841,122.998,-21.549
Triiodosilyl (SiI3),I3Si1(g),298.15,77.191,378.305,378.305,0.,35.314,-19.925,3.491
Titanium Iodide (TiI3),I3Ti1(cr),298.15,116.771,192.464,192.464,0.,-322.168,-318.439,55.789
Titanium Iodide (TiI3),I3Ti1(g),298.15,80.800,382.164,382.164,0.,-150.206,-203.035,35.571
Zirconium Iodide (ZrI3),I3Zr1(cr),298.15,103.818,204.585,204.585,0.,-397.480,-394.947,69.193
Zirconium Iodide (ZrI3),I3Zr1(g),298.15,80.820,397.776,397.776,0.,-221.752,-276.819,48.497
Molybdenum Iodide (MoI4),I4Mo1(cr),298.15,137.193,266.061,266.061,0.,-123.010,-124.552,21.821
Molybdenum Iodide (MoI4),I4Mo1(g),298.15,104.869,452.812,452.812,0.,124.683,67.461,-11.819
Lead Iodide (PbI4),I4Pb1(g),298.15,106.313,466.266,466.266,0.,-224.467,-274.914,48.164
Tetraiodosilane (SiI4),I4Si1(cr),298.15,108.035,258.153,258.153,0.,-189.535,-191.637,33.574
Tetraiodosilane (SiI4),I4Si1(l),298.15,159.800,294.309,294.309,0.,-174.603,-187.485,32.847
Tetraiodosilane (SiI4),"I4Si1(cr,l)",298.15,108.035,258.153,258.153,0.,-189.535,-191.637,33.574
Tetraiodosilane (SiI4),I4Si1(g),298.15,100.574,416.449,416.449,0.,-110.458,-159.755,27.988
Titanium Iodide (TiI4),I4Ti1(cr),298.15,125.629,246.150,246.150,0.,-375.723,-370.687,64.943
Titanium Iodide (TiI4),I4Ti1(l),298.15,156.482,311.841,311.841,0.,-348.314,-362.863,63.572
Titanium Iodide (TiI4),"I4Ti1(cr,l)",298.15,125.629,246.150,246.150,0.,-375.723,-370.687,64.943
Titanium Iodide (TiI4),I4Ti1(g),298.15,104.254,433.072,433.072,0.,-277.274,-327.968,57.459
Zirconium Iodide (ZrI4),I4Zr1(cr),298.15,127.800,260.270,260.270,0.,-488.691,-485.446,85.048
Zirconium Iodide (ZrI4),I4Zr1(g),298.15,104.589,446.563,446.563,0.,-362.334,-414.633,72.642
Potassium (K),K1(l),298.15,32.702,71.403,71.403,0.,2.270,0.263,-0.046
Potassium (K),K1(cr),298.15,29.497,64.670,64.670,0.,0.,0.,0.
Potassium (K),K1(ref),298.15,29.497,64.670,64.670,0.,0.,0.,0.
Potassium (K),"K1(cr,l)",298.15,29.497,64.670,64.670,0.,0.,0.,0.
Potassium (K),K1(g),298.15,20.786,160.340,160.340,0.,89.000,60.476,-10.595
Potassium Oxide (KO),K1O1(g),298.15,35.981,238.027,238.027,0.,71.128,50.024,-8.764
"Potassium Oxide, Ion (KO-)",K1O1-(g),298.15,35.888,226.308,226.308,0.,-138.072,-149.427,26.179
"Potassium, Ion  (K-)",K1-(g),298.15,20.786,154.577,154.577,0.,34.419,13.868,-2.430
"Potassium, Ion (K+)",K1+(g),298.15,20.786,154.576,154.576,0.,514.007,480.947,-84.260
Potassium Superoxide (KO2),K1O2(cr),298.15,77.530,122.499,122.499,0.,-284.512,-240.589,42.150
Potassium (K2),K2(g),298.15,37.962,249.690,249.690,0.,123.683,87.801,-15.382
Potassium Oxide (K2O),K2O1(cr),298.15,83.680,94.140,94.140,0.,-363.171,-322.094,56.429
Potassium Peroxide (K2O2),K2O2(cr),298.15,100.165,112.968,112.968,0.,-495.804,-429.758,75.292
Potassium Silicate (K2SiO3),K2O3Si1(cr),298.15,118.407,146.147,146.147,0.,-1548.080,-1455.733,255.038
Potassium Silicate (K2SiO3),K2O3Si1(l),298.15,118.407,184.256,184.256,0.,-1499.291,-1418.306,248.481
Potassium Silicate (K2SiO3),"K2O3Si1(cr,l)",298.15,118.407,146.147,146.147,0.,-1548.080,-1455.733,255.038
"Potassium Sulfate, Alpha (K2SO4)",K2O4S1(cr),298.15,131.319,175.544,175.544,0.,-1437.706,-1319.595,231.188
"Potassium Sulfate, Beta (K2SO4)",K2O4S1(cr),298.15,138.574,192.279,192.279,0.,-1424.243,-1311.121,229.703
Potassium Sulfate (K2SO4),K2O4S1(l),298.15,131.319,211.505,211.505,0.,-1393.668,-1286.278,225.351
Potassium Sulfate (K2SO4),"K2O4S1(cr,l)",298.15,131.319,175.544,175.544,0.,-1437.706,-1319.595,231.188
Potassium Sulfate (K2SO4),K2O4S1(g),298.15,108.730,366.152,366.152,0.,-1094.116,-1032.835,180.948
Potassium Sulfide (K2S),K2S1(cr),298.15,74.684,115.060,115.060,0.,-376.560,-362.745,63.551
Potassium Sulfide (K2S),K2S1(l),298.15,74.684,141.172,141.172,0.,-346.506,-340.476,59.650
Potassium Sulfide (K2S),"K2S1(cr,l)",298.15,74.684,115.060,115.060,0.,-376.560,-362.745,63.551
Krypton (Kr),Kr1(ref),298.15,20.786,164.084,164.084,0.,0.,0.,0.
"Krypton, Ion (Kr+)",Kr1+(g),298.15,20.786,175.610,175.610,0.,1356.955,1347.264,-236.035
Lithium (Li),Li1(ref),298.15,24.623,29.085,29.085,0.,0.,0.,0.
Lithium (Li),Li1(l),298.15,31.300,33.938,33.938,0.,2.380,0.933,-0.163
Lithium (Li),Li1(cr),298.15,24.623,29.085,29.085,0.,0.,0.,0.
"Lithium, Ion (Li+)",Li1+(g),298.15,20.786,133.017,133.017,0.,685.719,648.477,-113.611
Lithium (Li),Li1(g),298.15,20.786,138.781,138.781,0.,159.300,126.594,-22.179
Lithium Nitride (LiN),Li1N1(g),298.15,32.838,208.245,208.245,0.,334.720,309.868,-54.288
Lithium (Li),"Li1(cr,l)",298.15,24.623,29.085,29.085,0.,0.,0.,0.
Lithium Oxynitride (LiON),Li1N1O1(g),298.15,44.424,245.332,245.332,0.,179.912,174.584,-30.586
"Lithium, Ion  (Li-)",Li1-(g),298.15,20.786,133.019,133.019,0.,93.475,68.742,-12.043
Lithium Sodium Oxide (LiONa),Li1Na1O1(g),298.15,43.079,256.459,256.459,0.,-104.600,-126.468,22.157
Lithium Oxide (LiO),Li1O1(g),298.15,32.406,210.963,210.963,0.,84.098,60.454,-10.591
"Lithium Oxide, Ion (LiO-)",Li1O1-(g),298.15,32.359,199.241,199.241,0.,-66.944,-80.839,14.163
Lithium (Li2),Li2(g),298.15,36.103,196.998,196.998,0.,215.900,174.508,-30.573
Lithium Oxide (Li2O),Li2O1(cr),298.15,54.087,37.890,37.890,0.,-598.730,-562.102,98.478
Lithium Oxide (Li2O),Li2O1(l),298.15,54.087,55.083,55.083,0.,-553.247,-521.744,91.407
Lithium Oxide (Li2O),"Li2O1(cr,l)",298.15,54.087,37.890,37.890,0.,-598.730,-562.102,98.478
Lithium Peroxide (Li2O2),Li2O2(cr),298.15,70.626,56.484,56.484,0.,-632.621,-570.954,100.029
Lithium Oxide (Li2O),Li2O1(g),298.15,49.758,229.108,229.108,0.,-166.942,-187.325,32.818
Lithium Oxide ((LiO)2),Li2O2(g),298.15,72.730,273.562,273.562,0.,-242.672,-245.727,43.050
Lithium Silicate (Li2SiO3),Li2O3Si1(cr),298.15,100.567,80.295,80.295,0.,-1649.500,-1558.739,273.085
Lithium Silicate (Li2SiO3),Li2O3Si1(l),298.15,100.567,96.064,96.064,0.,-1625.231,-1539.171,269.656
Lithium Silicate (Li2SiO3),"Li2O3Si1(cr,l)",298.15,100.567,80.295,80.295,0.,-1649.500,-1558.739,273.085
Lithium Titanium Oxide (Li2TiO3),Li2O3Ti1(l),298.15,109.855,147.656,147.656,0.,-1566.760,-1492.523,261.484
Lithium Titanium Oxide (Li2TiO3),Li2O3Ti1(cr),298.15,109.855,91.755,91.755,0.,-1670.671,-1579.767,276.769
"Lithium Sulfate, Alpha (Li2SO4)",Li2O4S1(cr),298.15,117.608,113.947,113.947,0.,-1436.367,-1321.111,231.453
Lithium Sulfate (Li2SO4),Li2O4S1(l),298.15,117.608,154.332,154.332,0.,-1399.296,-1296.080,227.068
Lithium Sulfate (Li2SO4),Li2O4S1(g),298.15,101.804,322.820,322.820,0.,-1041.816,-988.835,173.240
Lithium Sulfate (Li2SO4),"Li2O4S1(cr,l)",298.15,117.608,113.947,113.947,0.,-1436.367,-1321.111,231.453
Lithium Titanium Oxide (Li2TiO3),"Li2O3Ti1(cr,l)",298.15,109.855,91.755,91.755,0.,-1670.671,-1579.767,276.769
Lithium Silicate (Li2Si2O5),"Li2O5Si2(cr,l)",298.15,138.072,125.520,125.520,0.,-2560.901,-2416.848,423.422
"Lithium Sulfate, Beta (Li2SO4)",Li2O4S1(cr),298.15,129.704,113.802,113.802,0.,-1425.373,-1310.073,229.519
Lithium Nitride (Li3N),Li3N1(cr),298.15,75.266,62.593,62.593,0.,-164.557,-128.640,22.537
Lithium Silicate (Li2Si2O5),Li2O5Si2(cr),298.15,138.072,125.520,125.520,0.,-2560.901,-2416.848,423.422
Lithium Silicate (Li2Si2O5),Li2O5Si2(l),298.15,138.072,160.243,160.243,0.,-2513.068,-2379.367,416.855
Magnesium (Mg),Mg1(ref),298.15,24.869,32.671,32.671,0.,0.,0.,0.
Magnesium (Mg),Mg1(cr),298.15,24.869,32.671,32.671,0.,0.,0.,0.
Magnesium (Mg),Mg1(g),298.15,20.786,148.648,148.648,0.,147.100,112.522,-19.713
Magnesium (Mg),"Mg1(cr,l)",298.15,24.869,32.671,32.671,0.,0.,0.,0.
Magnesium Oxide (MgO),Mg1O1(cr),298.15,37.106,26.924,26.924,0.,-601.241,-568.945,99.677
Magnesium Nitride (MgN),Mg1N1(g),298.15,32.733,224.835,224.835,0.,288.696,259.966,-45.545
Magnesium Oxide (MgO),Mg1O1(l),298.15,37.106,48.366,48.366,0.,-532.609,-506.707,88.773
Magnesium (Mg),Mg1(l),298.15,34.309,34.464,34.464,0.,4.790,4.256,-0.746
"Magnesium, Ion (Mg+)",Mg1+(g),298.15,20.786,154.410,154.410,0.,891.047,848.495,-148.653
Magnesium Oxide (MgO),"Mg1O1(cr,l)",298.15,37.106,26.924,26.924,0.,-601.241,-568.945,99.677
Magnesium Oxide (MgO),Mg1O1(g),298.15,32.173,213.269,213.269,0.,58.158,34.895,-6.113
Magnesium Silicate (MgSiO3),Mg1O3Si1(cr),298.15,81.927,67.768,67.768,0.,-1548.917,-1462.023,256.140
Magnesium Silicate (MgSiO3),Mg1O3Si1(l),298.15,81.927,92.515,92.515,0.,-1494.862,-1415.346,247.963
Magnesium Titanium Oxide (MgTiO3),Mg1O3Ti1(cr),298.15,91.881,74.559,74.559,0.,-1572.556,-1484.128,260.013
Magnesium Titanium Oxide (MgTiO3),Mg1O3Ti1(l),298.15,91.881,111.082,111.082,0.,-1497.631,-1420.091,248.794
Magnesium Titanium Oxide (MgTiO3),"Mg1O3Ti1(cr,l)",298.15,91.881,74.559,74.559,0.,-1572.556,-1484.128,260.013
